Tech implementation started at 2025-03-08 08:18:10
Processing xycraft_machines (Category: high-tech)
fused_quartz_enp_black - Tech Level: 250
fused_quartz_enp_blue - Tech Level: 250
fused_quartz_enp_brown - Tech Level: 250
fused_quartz_enp_cyan - Tech Level: 250
fused_quartz_enp_gray - Tech Level: 250
fused_quartz_enp_green - Tech Level: 250
fused_quartz_enp_lime - Tech Level: 250
fused_quartz_enp_magenta - Tech Level: 250
fused_quartz_enp_orange - Tech Level: 250
fused_quartz_enp_pink - Tech Level: 250
fused_quartz_enp_purple - Tech Level: 250
fused_quartz_enp_red - Tech Level: 250
fused_quartz_enp_white - Tech Level: 250
fused_quartz_enp_yellow - Tech Level: 250
fused_quartz_enp - Tech Level: 250
fused_quartz_ep_black - Tech Level: 250
fused_quartz_ep_blue - Tech Level: 250
fused_quartz_ep_brown - Tech Level: 250
fused_quartz_ep_cyan - Tech Level: 250
fused_quartz_ep_gray - Tech Level: 250
fused_quartz_ep_green - Tech Level: 250
fused_quartz_ep_lime - Tech Level: 250
fused_quartz_ep_magenta - Tech Level: 250
fused_quartz_ep_orange - Tech Level: 250
fused_quartz_ep_pink - Tech Level: 250
fused_quartz_ep_purple - Tech Level: 250
fused_quartz_ep_red - Tech Level: 250
fused_quartz_ep_white - Tech Level: 250
fused_quartz_ep_yellow - Tech Level: 250
fused_quartz_ep - Tech Level: 250
fused_quartz_gray - Tech Level: 250
fused_quartz_green - Tech Level: 250
fused_quartz_lime - Tech Level: 250
fused_quartz_m_black - Tech Level: 250
fused_quartz_m_blue - Tech Level: 250
fused_quartz_m_brown - Tech Level: 250
fused_quartz_m_cyan - Tech Level: 250
fused_quartz_m_gray - Tech Level: 250
fused_quartz_m_green - Tech Level: 250
fused_quartz_m_lime - Tech Level: 250
fused_quartz_m_magenta - Tech Level: 250
fused_quartz_m_orange - Tech Level: 250
fused_quartz_m_pink - Tech Level: 250
fused_quartz_m_purple - Tech Level: 250
fused_quartz_m_red - Tech Level: 250
fused_quartz_m_white - Tech Level: 250
fused_quartz_m_yellow - Tech Level: 250
fused_quartz_m - Tech Level: 250
fused_quartz_magenta - Tech Level: 250
fused_quartz_na_black - Tech Level: 250
fused_quartz_na_blue - Tech Level: 250
fused_quartz_na_brown - Tech Level: 250
fused_quartz_na_cyan - Tech Level: 250
fused_quartz_na_gray - Tech Level: 250
fused_quartz_na_green - Tech Level: 250
fused_quartz_na_lime - Tech Level: 250
fused_quartz_na_magenta - Tech Level: 250
fused_quartz_na_orange - Tech Level: 250
fused_quartz_na_pink - Tech Level: 250
fused_quartz_na_purple - Tech Level: 250
fused_quartz_na_red - Tech Level: 250
fused_quartz_na_white - Tech Level: 250
fused_quartz_na_yellow - Tech Level: 250
fused_quartz_na - Tech Level: 250
fused_quartz_nm_black - Tech Level: 250
fused_quartz_nm_blue - Tech Level: 250
fused_quartz_nm_brown - Tech Level: 250
fused_quartz_nm_cyan - Tech Level: 250
fused_quartz_nm_gray - Tech Level: 250
fused_quartz_nm_green - Tech Level: 250
fused_quartz_nm_lime - Tech Level: 250
fused_quartz_nm_magenta - Tech Level: 250
fused_quartz_nm_orange - Tech Level: 250
fused_quartz_nm_pink - Tech Level: 250
fused_quartz_nm_purple - Tech Level: 250
fused_quartz_nm_red - Tech Level: 250
fused_quartz_nm_white - Tech Level: 250
fused_quartz_nm_yellow - Tech Level: 250
fused_quartz_nm - Tech Level: 250
fused_quartz_np_black - Tech Level: 250
fused_quartz_np_blue - Tech Level: 250
fused_quartz_np_brown - Tech Level: 250
fused_quartz_np_cyan - Tech Level: 250
fused_quartz_np_gray - Tech Level: 250
fused_quartz_np_green - Tech Level: 250
fused_quartz_np_lime - Tech Level: 250
fused_quartz_np_magenta - Tech Level: 250
fused_quartz_np_orange - Tech Level: 250
fused_quartz_np_pink - Tech Level: 250
fused_quartz_np_purple - Tech Level: 250
fused_quartz_np_red - Tech Level: 250
fused_quartz_np_white - Tech Level: 250
fused_quartz_np_yellow - Tech Level: 250
fused_quartz_np - Tech Level: 250
fused_quartz_orange - Tech Level: 250
fused_quartz_p_black - Tech Level: 250
fused_quartz_p_blue - Tech Level: 250
fused_quartz_p_brown - Tech Level: 250
fused_quartz_p_cyan - Tech Level: 250
fused_quartz_p_gray - Tech Level: 250
fused_quartz_p_green - Tech Level: 250
fused_quartz_p_lime - Tech Level: 250
fused_quartz_p_magenta - Tech Level: 250
fused_quartz_p_orange - Tech Level: 250
fused_quartz_p_pink - Tech Level: 250
fused_quartz_p_purple - Tech Level: 250
fused_quartz_p_red - Tech Level: 250
fused_quartz_p_white - Tech Level: 250
fused_quartz_p_yellow - Tech Level: 250
fused_quartz_p - Tech Level: 250
fused_quartz_pink - Tech Level: 250
fused_quartz_purple - Tech Level: 250
fused_quartz_red - Tech Level: 250
fused_quartz_white - Tech Level: 250
fused_quartz_yellow - Tech Level: 250
fused_quartz - Tech Level: 250
hootch - Tech Level: 150
impulse_hopper - Tech Level: 150
inhibitor_obelisk - Tech Level: 150
liquid_sunshine - Tech Level: 150
nutrient_distillation - Tech Level: 150
painted_crafting_table - Tech Level: 200
painted_travel_anchor - Tech Level: 150
painting_machine - Tech Level: 250
powered_light_inverted_wireless - Tech Level: 150
powered_light_inverted - Tech Level: 150
powered_light_wireless - Tech Level: 150
powered_light - Tech Level: 150
powered_spawner - Tech Level: 150
pressurized_fluid_tank - Tech Level: 150
primitive_alloy_smelter - Tech Level: 150
pulsating_alloy_block - Tech Level: 200
pulsating_photovoltaic_module - Tech Level: 200
reinforced_obsidian_block - Tech Level: 300
relocator_obelisk - Tech Level: 150
resetting_lever_five_inv - Tech Level: 200
resetting_lever_five - Tech Level: 200
resetting_lever_sixty_inv - Tech Level: 200
resetting_lever_sixty - Tech Level: 200
resetting_lever_ten_inv - Tech Level: 200
resetting_lever_ten - Tech Level: 200
resetting_lever_thirty_inv - Tech Level: 200
resetting_lever_thirty - Tech Level: 200
resetting_lever_three_hundred_inv - Tech Level: 200
resetting_lever_three_hundred - Tech Level: 200
sag_mill - Tech Level: 150
silent_acacia_pressure_plate - Tech Level: 150
silent_birch_pressure_plate - Tech Level: 150
silent_crimson_pressure_plate - Tech Level: 150
silent_dark_oak_pressure_plate - Tech Level: 150
silent_dark_steel_pressure_plate - Tech Level: 200
silent_heavy_weighted_pressure_plate - Tech Level: 150
silent_jungle_pressure_plate - Tech Level: 150
silent_oak_pressure_plate - Tech Level: 150
silent_soularium_pressure_plate - Tech Level: 150
silent_spruce_pressure_plate - Tech Level: 150
silent_warped_pressure_plate - Tech Level: 150
slice_and_splice - Tech Level: 150
soul_binder - Tech Level: 150
soul_chain - Tech Level: 150
soul_engine - Tech Level: 150
soularium_block - Tech Level: 200
soularium_pressure_plate - Tech Level: 150
stirling_generator - Tech Level: 150
travel_anchor - Tech Level: 150
vacuum_chest - Tech Level: 150
vapor_of_levity - Tech Level: 150
vat - Tech Level: 150
vibrant_alloy_block - Tech Level: 200
vibrant_capacitor_bank - Tech Level: 150
vibrant_photovoltaic_module - Tech Level: 150
void_chassis - Tech Level: 150
wired_charger - Tech Level: 150
xp_juice - Tech Level: 150
xp_obelisk - Tech Level: 150
xp_vacuum - Tech Level: 150
advanced_capacitor_bank - Tech Level: 300
advanced_filter - Tech Level: 300
alloy_smelter - Tech Level: 150
animal_token - Tech Level: 150
aversion_obelisk - Tech Level: 150
basic_capacitor_bank - Tech Level: 150
basic_capacitor - Tech Level: 150
basic_filter - Tech Level: 150
black_paper - Tech Level: 150
block_detector - Tech Level: 200
broken_spawner - Tech Level: 150
chemical_filter - Tech Level: 150
cold_fire_igniter - Tech Level: 150
conductive_alloy_block - Tech Level: 200
conductive_alloy_grinding_ball - Tech Level: 150
conduit_binder_composite - Tech Level: 150
conduit_binder - Tech Level: 150
conduit_facade - Tech Level: 150
conduit - Tech Level: 150
confusing_powder - Tech Level: 150
coordinate_selector - Tech Level: 150
copper_alloy_block - Tech Level: 200
copper_alloy_grinding_ball - Tech Level: 150
crafter - Tech Level: 150
creative_power - Tech Level: 400
dark_bimetal_gear - Tech Level: 150
dark_steel_bars - Tech Level: 200
dark_steel_block - Tech Level: 200
dark_steel_grinding_ball - Tech Level: 200
dark_steel_pressure_plate - Tech Level: 200
dark_steel_sword - Tech Level: 200
dew_of_the_void_bucket - Tech Level: 150
double_layer_capacitor - Tech Level: 150
drain - Tech Level: 150
electromagnet - Tech Level: 150
empty_soul_vial - Tech Level: 150
enchanter - Tech Level: 150
end_steel_bars - Tech Level: 200
end_steel_block - Tech Level: 200
end_steel_grinding_ball - Tech Level: 200
ender_resonator - Tech Level: 150
enderface_conduits - Tech Level: 150
enderface_invpanel - Tech Level: 150
enderface_items - Tech Level: 150
enderface_machines - Tech Level: 250
enderface_materials - Tech Level: 150
enderface_mobs - Tech Level: 150
enderface_none - Tech Level: 150
enderios - Tech Level: 150
enderman_head - Tech Level: 150
energetic_alloy_block - Tech Level: 200
energetic_alloy_grinding_ball - Tech Level: 150
energetic_photovoltaic_module - Tech Level: 150
energized_gear - Tech Level: 250
ensouled_chassis - Tech Level: 150
entity_filter - Tech Level: 150
experience_rod - Tech Level: 150
extraction_speed_upgrade_1 - Tech Level: 150
extraction_speed_upgrade_2 - Tech Level: 150
extraction_speed_upgrade_3 - Tech Level: 150
extraction_speed_upgrade_4 - Tech Level: 150
filled_soul_vial - Tech Level: 150
fire_water_bucket - Tech Level: 150
flour - Tech Level: 150
fluid_filter - Tech Level: 150
fluid_tank - Tech Level: 150
frank_n_zombie - Tech Level: 150
fused_quartz_a_black - Tech Level: 250
fused_quartz_a_blue - Tech Level: 250
fused_quartz_a_brown - Tech Level: 250
fused_quartz_a_cyan - Tech Level: 250
fused_quartz_a_gray - Tech Level: 250
fused_quartz_a_green - Tech Level: 250
fused_quartz_a_lime - Tech Level: 250
fused_quartz_a_magenta - Tech Level: 250
fused_quartz_a_orange - Tech Level: 250
fused_quartz_a_pink - Tech Level: 250
fused_quartz_a_purple - Tech Level: 250
fused_quartz_a_red - Tech Level: 250
fused_quartz_a_white - Tech Level: 250
fused_quartz_a_yellow - Tech Level: 250
fused_quartz_a - Tech Level: 250
fused_quartz_black - Tech Level: 250
fused_quartz_blue - Tech Level: 250
fused_quartz_brown - Tech Level: 250
fused_quartz_cyan - Tech Level: 250
fused_quartz_d_black - Tech Level: 250
fused_quartz_d_blue - Tech Level: 250
fused_quartz_d_brown - Tech Level: 250
fused_quartz_d_cyan - Tech Level: 250
fused_quartz_d_gray - Tech Level: 250
fused_quartz_d_green - Tech Level: 250
fused_quartz_d_lime - Tech Level: 250
fused_quartz_d_magenta - Tech Level: 250
fused_quartz_d_orange - Tech Level: 250
fused_quartz_d_pink - Tech Level: 250
fused_quartz_d_purple - Tech Level: 250
fused_quartz_d_red - Tech Level: 250
fused_quartz_d_white - Tech Level: 250
fused_quartz_d_yellow - Tech Level: 250
fused_quartz_d - Tech Level: 250
fused_quartz_da_black - Tech Level: 250
fused_quartz_da_blue - Tech Level: 250
fused_quartz_da_brown - Tech Level: 250
fused_quartz_da_cyan - Tech Level: 250
fused_quartz_da_gray - Tech Level: 250
fused_quartz_da_green - Tech Level: 250
fused_quartz_da_lime - Tech Level: 250
fused_quartz_da_magenta - Tech Level: 250
fused_quartz_da_orange - Tech Level: 250
fused_quartz_da_pink - Tech Level: 250
fused_quartz_da_purple - Tech Level: 250
fused_quartz_da_red - Tech Level: 250
fused_quartz_da_white - Tech Level: 250
fused_quartz_da_yellow - Tech Level: 250
fused_quartz_da - Tech Level: 250
fused_quartz_dm_black - Tech Level: 250
fused_quartz_dm_blue - Tech Level: 250
fused_quartz_dm_brown - Tech Level: 250
fused_quartz_dm_cyan - Tech Level: 250
fused_quartz_dm_gray - Tech Level: 250
fused_quartz_dm_green - Tech Level: 250
fused_quartz_dm_lime - Tech Level: 250
fused_quartz_dm_magenta - Tech Level: 250
fused_quartz_dm_orange - Tech Level: 250
fused_quartz_dm_pink - Tech Level: 250
fused_quartz_dm_purple - Tech Level: 250
fused_quartz_dm_red - Tech Level: 250
fused_quartz_dm_white - Tech Level: 250
fused_quartz_dm_yellow - Tech Level: 250
fused_quartz_dm - Tech Level: 250
fused_quartz_dna_black - Tech Level: 250
fused_quartz_dna_blue - Tech Level: 250
fused_quartz_dna_brown - Tech Level: 250
fused_quartz_dna_cyan - Tech Level: 250
fused_quartz_dna_gray - Tech Level: 250
fused_quartz_dna_green - Tech Level: 250
fused_quartz_dna_lime - Tech Level: 250
fused_quartz_dna_magenta - Tech Level: 250
fused_quartz_dna_orange - Tech Level: 250
fused_quartz_dna_pink - Tech Level: 250
fused_quartz_dna_purple - Tech Level: 250
fused_quartz_dna_red - Tech Level: 250
fused_quartz_dna_white - Tech Level: 250
fused_quartz_dna_yellow - Tech Level: 250
fused_quartz_dna - Tech Level: 250
fused_quartz_dnm_black - Tech Level: 250
fused_quartz_dnm_blue - Tech Level: 250
fused_quartz_dnm_brown - Tech Level: 250
fused_quartz_dnm_cyan - Tech Level: 250
fused_quartz_dnm_gray - Tech Level: 250
fused_quartz_dnm_green - Tech Level: 250
fused_quartz_dnm_lime - Tech Level: 250
fused_quartz_dnm_magenta - Tech Level: 250
fused_quartz_dnm_orange - Tech Level: 250
fused_quartz_dnm_pink - Tech Level: 250
fused_quartz_dnm_purple - Tech Level: 250
fused_quartz_dnm_red - Tech Level: 250
fused_quartz_dnm_white - Tech Level: 250
fused_quartz_dnm_yellow - Tech Level: 250
fused_quartz_dnm - Tech Level: 250
fused_quartz_dnp_black - Tech Level: 250
fused_quartz_dnp_blue - Tech Level: 250
fused_quartz_dnp_brown - Tech Level: 250
fused_quartz_dnp_cyan - Tech Level: 250
fused_quartz_dnp_gray - Tech Level: 250
fused_quartz_dnp_green - Tech Level: 250
fused_quartz_dnp_lime - Tech Level: 250
fused_quartz_dnp_magenta - Tech Level: 250
fused_quartz_dnp_orange - Tech Level: 250
fused_quartz_dnp_pink - Tech Level: 250
fused_quartz_dnp_purple - Tech Level: 250
fused_quartz_dnp_red - Tech Level: 250
fused_quartz_dnp_white - Tech Level: 250
fused_quartz_dnp_yellow - Tech Level: 250
fused_quartz_dnp - Tech Level: 250
fused_quartz_dp_black - Tech Level: 250
fused_quartz_dp_blue - Tech Level: 250
fused_quartz_dp_brown - Tech Level: 250
fused_quartz_dp_cyan - Tech Level: 250
fused_quartz_dp_gray - Tech Level: 250
fused_quartz_dp_green - Tech Level: 250
fused_quartz_dp_lime - Tech Level: 250
fused_quartz_dp_magenta - Tech Level: 250
fused_quartz_dp_orange - Tech Level: 250
fused_quartz_dp_pink - Tech Level: 250
fused_quartz_dp_purple - Tech Level: 250
fused_quartz_dp_red - Tech Level: 250
fused_quartz_dp_white - Tech Level: 250
fused_quartz_dp_yellow - Tech Level: 250
fused_quartz_dp - Tech Level: 250
fused_quartz_e_black - Tech Level: 250
fused_quartz_e_blue - Tech Level: 250
fused_quartz_e_brown - Tech Level: 250
fused_quartz_e_cyan - Tech Level: 250
fused_quartz_e_gray - Tech Level: 250
fused_quartz_e_green - Tech Level: 250
fused_quartz_e_lime - Tech Level: 250
fused_quartz_e_magenta - Tech Level: 250
fused_quartz_e_orange - Tech Level: 250
fused_quartz_e_pink - Tech Level: 250
fused_quartz_e_purple - Tech Level: 250
fused_quartz_e_red - Tech Level: 250
fused_quartz_e_white - Tech Level: 250
fused_quartz_e_yellow - Tech Level: 250
fused_quartz_e - Tech Level: 250
fused_quartz_ea_black - Tech Level: 250
fused_quartz_ea_blue - Tech Level: 250
fused_quartz_ea_brown - Tech Level: 250
fused_quartz_ea_cyan - Tech Level: 250
fused_quartz_ea_gray - Tech Level: 250
fused_quartz_ea_green - Tech Level: 250
fused_quartz_ea_lime - Tech Level: 250
fused_quartz_ea_magenta - Tech Level: 250
fused_quartz_ea_orange - Tech Level: 250
fused_quartz_ea_pink - Tech Level: 250
fused_quartz_ea_purple - Tech Level: 250
fused_quartz_ea_red - Tech Level: 250
fused_quartz_ea_white - Tech Level: 250
fused_quartz_ea_yellow - Tech Level: 250
fused_quartz_ea - Tech Level: 250
fused_quartz_em_black - Tech Level: 250
fused_quartz_em_blue - Tech Level: 250
fused_quartz_em_brown - Tech Level: 250
fused_quartz_em_cyan - Tech Level: 250
fused_quartz_em_gray - Tech Level: 250
fused_quartz_em_green - Tech Level: 250
fused_quartz_em_lime - Tech Level: 250
fused_quartz_em_magenta - Tech Level: 250
fused_quartz_em_orange - Tech Level: 250
fused_quartz_em_pink - Tech Level: 250
fused_quartz_em_purple - Tech Level: 250
fused_quartz_em_red - Tech Level: 250
fused_quartz_em_white - Tech Level: 250
fused_quartz_em_yellow - Tech Level: 250
fused_quartz_em - Tech Level: 250
fused_quartz_ena_black - Tech Level: 250
fused_quartz_ena_blue - Tech Level: 250
fused_quartz_ena_brown - Tech Level: 250
fused_quartz_ena_cyan - Tech Level: 250
fused_quartz_ena_gray - Tech Level: 250
fused_quartz_ena_green - Tech Level: 250
fused_quartz_ena_lime - Tech Level: 250
fused_quartz_ena_magenta - Tech Level: 250
fused_quartz_ena_orange - Tech Level: 250
fused_quartz_ena_pink - Tech Level: 250
fused_quartz_ena_purple - Tech Level: 250
fused_quartz_ena_red - Tech Level: 250
fused_quartz_ena_white - Tech Level: 250
fused_quartz_ena_yellow - Tech Level: 250
fused_quartz_ena - Tech Level: 250
fused_quartz_enm_black - Tech Level: 250
fused_quartz_enm_blue - Tech Level: 250
fused_quartz_enm_brown - Tech Level: 250
fused_quartz_enm_cyan - Tech Level: 250
fused_quartz_enm_gray - Tech Level: 250
fused_quartz_enm_green - Tech Level: 250
fused_quartz_enm_lime - Tech Level: 250
fused_quartz_enm_magenta - Tech Level: 250
fused_quartz_enm_orange - Tech Level: 250
fused_quartz_enm_pink - Tech Level: 250
fused_quartz_enm_purple - Tech Level: 250
fused_quartz_enm_red - Tech Level: 250
fused_quartz_enm_white - Tech Level: 250
fused_quartz_enm_yellow - Tech Level: 250
fused_quartz_enm - Tech Level: 250
fused_quartz_enp_black - Tech Level: 250
fused_quartz_enp_blue - Tech Level: 250
fused_quartz_enp_brown - Tech Level: 250
fused_quartz_enp_cyan - Tech Level: 250
fused_quartz_enp_gray - Tech Level: 250
fused_quartz_enp_green - Tech Level: 250
fused_quartz_enp_lime - Tech Level: 250
